Retailer,Retailer_ID,Invoice_Date,Sales_Quater,State,City,Product,Price_per_Unit,Units_Sold,Sales_Method,Total_Sales,Operating_Cost,Operating_Profit,Operating_Margin
Ajio,1003,11-01-2024,Q3,Maharashtra,Mumbai,Jacket,6776.17,9,Online,60985.53,45951.29,15034.24,25.00%
Flipkart,1009,11-01-2024,Q4,Maharashtra,Mumbai,Shorts,4840.75,4,Online,19363,18389.42,973.58,5.00%
Ajio,1020,11-01-2024,Q4,Kerala,Kochi,Sneakers,4464.53,3,Store,13393.59,10750.42,2643.17,20.00%
Flipkart,1024,11-01-2024,Q2,Maharashtra,Mumbai,Jacket,10684.14,4,Online,42736.56,35280.29,7456.27,17.00%
Nike Store,1023,11-01-2024,Q2,Tamil Nadu,Chennai,Running Shoes,4770.69,8,Online,38165.52,35668.94,2496.58,7.00%
Nike Store,1037,11-01-2024,Q4,Karnataka,Bangalore,Shorts,3665.6,5,Store,18328,15845.24,2482.76,14.00%
Ajio,1003,11-01-2024,Q2,Maharashtra,Mumbai,T Shirt,6443.97,8,Online,51551.76,45483.24,6068.52,12.00%
Myntra,1040,11-01-2024,Q3,Tamil Nadu,Chennai,Sneakers,5891.32,2,Online,11782.64,9955.42,1827.22,16.00%
Ajio,1042,11-01-2024,Q2,Delhi,Delhi,Sneakers,9172.81,3,Online,27518.43,24195.03,3323.4,12.00%
Amazon,1017,11-01-2024,Q2,Maharashtra,Mumbai,Jacket,10086.15,5,Online,50430.75,36905.96,13524.79,27.00%
Nike Store,1001,11-01-2024,Q4,Kerala,Kochi,Shorts,3120.18,4,Store,12480.72,11370.78,1109.94,9.00%
Ajio,1005,11-01-2024,Q4,Maharashtra,Mumbai,Running Shoes,3929.55,6,Online,23577.3,19347.16,4230.14,18.00%
Myntra,1049,11-01-2024,Q1,Karnataka,Bangalore,Shorts,3086.55,7,Online,21605.85,20103.14,1502.71,7.00%
Ajio,1047,11-01-2024,Q2,Delhi,Delhi,Running Shoes,6257.86,1,Online,6257.86,5821.03,436.83,7.00%
Nike Store,1006,11-01-2024,Q4,Delhi,Delhi,Jacket,9744.52,4,Online,38978.08,35129.38,3848.7,10.00%
Myntra,1016,12-01-2024,Q4,Maharashtra,Mumbai,Jacket,5324.81,3,Store,15974.43,15032.85,941.58,6.00%
Flipkart,1032,12-01-2024,Q2,Delhi,Delhi,T Shirt,7783.93,6,Online,46703.58,35657.01,11046.57,24.00%
Myntra,1037,12-01-2024,Q2,Kerala,Kochi,Shorts,4954.47,7,Online,34681.29,26458,8223.29,24.00%
Nike Store,1023,12-01-2024,Q4,Tamil Nadu,Chennai,Sneakers,7278.99,8,Store,58231.92,49630.46,8601.46,15.00%
Amazon,1037,12-01-2024,Q4,Karnataka,Bangalore,T Shirt,8250.96,9,Store,74258.64,70444.82,3813.82,5.00%
Flipkart,1004,12-01-2024,Q4,Kerala,Kochi,Running Shoes,3912.51,2,Store,7825.02,6008.8,1816.22,23.00%
Flipkart,1037,12-01-2024,Q2,Maharashtra,Mumbai,Sneakers,8882.12,6,Online,53292.72,40045.42,13247.3,25.00%
Myntra,1032,12-01-2024,Q3,Karnataka,Bangalore,Running Shoes,7675.91,9,Store,69083.19,64415.05,4668.14,7.00%
Nike Store,1030,12-01-2024,Q3,Delhi,Delhi,Sneakers,2031.94,7,Online,14223.58,12518.05,1705.53,12.00%
Amazon,1040,12-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,4851.93,7,Store,33963.51,24337.29,9626.22,28.00%
Nike Store,1015,12-01-2024,Q2,Kerala,Kochi,Sneakers,2884.5,6,Store,17307,15843.65,1463.35,8.00%
Ajio,1046,12-01-2024,Q4,Karnataka,Bangalore,Shorts,4164.88,4,Store,16659.52,12182.31,4477.21,27.00%
Amazon,1025,12-01-2024,Q3,Maharashtra,Mumbai,Running Shoes,6837.48,4,Online,27349.92,21406.68,5943.24,22.00%
Nike Store,1001,12-01-2024,Q4,Tamil Nadu,Chennai,Jacket,4759.01,7,Store,33313.07,29804.59,3508.48,11.00%
Ajio,1033,12-01-2024,Q1,Karnataka,Bangalore,Running Shoes,2341.27,5,Store,11706.35,10897.58,808.77,7.00%
Myntra,1007,12-01-2024,Q2,Kerala,Kochi,T Shirt,4258.43,1,Store,4258.43,3926.86,331.57,8.00%
Ajio,1017,12-01-2024,Q2,Tamil Nadu,Chennai,Jacket,6100.1,1,Online,6100.1,4930.09,1170.01,19.00%
Myntra,1028,12-01-2024,Q2,Tamil Nadu,Chennai,Sneakers,10574.63,4,Online,42298.52,39709.69,2588.83,6.00%
Amazon,1000,12-01-2024,Q4,Kerala,Kochi,Running Shoes,3396.39,1,Online,3396.39,2755.87,640.52,19.00%
Nike Store,1038,13-01-2024,Q3,Maharashtra,Mumbai,Running Shoes,9423.61,1,Store,9423.61,7903.03,1520.58,16.00%
Nike Store,1008,13-01-2024,Q3,Delhi,Delhi,Sneakers,4772.38,8,Online,38179.04,30815.56,7363.48,19.00%
Ajio,1020,13-01-2024,Q3,Kerala,Kochi,Jacket,7331.3,1,Store,7331.3,6684.79,646.51,9.00%
Flipkart,1022,13-01-2024,Q4,Kerala,Kochi,T Shirt,6225.12,6,Online,37350.72,27510.83,9839.89,26.00%
Nike Store,1043,13-01-2024,Q4,Karnataka,Bangalore,Shorts,3406.41,8,Online,27251.28,25443.28,1808,7.00%
Flipkart,1042,13-01-2024,Q4,Delhi,Delhi,Running Shoes,7297.46,8,Store,58379.68,47215.22,11164.46,19.00%
Flipkart,1031,13-01-2024,Q4,Delhi,Delhi,Sneakers,7392.91,6,Store,44357.46,41989.13,2368.33,5.00%
Flipkart,1001,13-01-2024,Q4,Kerala,Kochi,Shorts,2360.14,6,Store,14160.84,10976.65,3184.19,22.00%
Amazon,1049,13-01-2024,Q1,Delhi,Delhi,Sneakers,2306.53,3,Online,6919.59,5312.84,1606.75,23.00%
Ajio,1023,13-01-2024,Q1,Tamil Nadu,Chennai,T Shirt,3170.81,6,Online,19024.86,15790.05,3234.81,17.00%
Ajio,1012,13-01-2024,Q3,Kerala,Kochi,Running Shoes,5030.81,7,Store,35215.67,30739.33,4476.34,13.00%
Nike Store,1047,13-01-2024,Q4,Delhi,Delhi,Shorts,7980.12,7,Online,55860.84,50725.83,5135.01,9.00%
Myntra,1003,13-01-2024,Q3,Tamil Nadu,Chennai,Jacket,4888.65,8,Store,39109.2,32157.44,6951.76,18.00%
Ajio,1037,13-01-2024,Q2,Maharashtra,Mumbai,T Shirt,2051.35,3,Store,6154.05,5333.99,820.06,13.00%
Amazon,1032,13-01-2024,Q4,Kerala,Kochi,T Shirt,2064.54,2,Online,4129.08,2990.04,1139.04,28.00%
Amazon,1033,13-01-2024,Q2,Maharashtra,Mumbai,Shorts,5619.6,9,Online,50576.4,36272.89,14303.51,28.00%
Myntra,1005,13-01-2024,Q4,Karnataka,Bangalore,Jacket,4662.73,7,Online,32639.11,26605.14,6033.97,18.00%
Nike Store,1029,13-01-2024,Q2,Kerala,Kochi,Running Shoes,3097.03,9,Store,27873.27,24761.11,3112.16,11.00%
Flipkart,1024,13-01-2024,Q3,Kerala,Kochi,Running Shoes,7312.34,1,Store,7312.34,6009.06,1303.28,18.00%
Myntra,1033,13-01-2024,Q1,Kerala,Kochi,Shorts,2250.43,7,Online,15753.01,12577.03,3175.98,20.00%
Flipkart,1008,14-01-2024,Q3,Karnataka,Bangalore,T Shirt,11430.77,6,Online,68584.62,62385.27,6199.35,9.00%
Flipkart,1030,14-01-2024,Q3,Delhi,Delhi,Sneakers,4030.2,6,Store,24181.2,22171.34,2009.86,8.00%
Nike Store,1006,14-01-2024,Q4,Delhi,Delhi,Shorts,5297.09,5,Online,26485.45,18912.38,7573.07,29.00%
Ajio,1018,14-01-2024,Q2,Maharashtra,Mumbai,Jacket,10577.64,1,Online,10577.64,7716.91,2860.73,27.00%
Amazon,1027,14-01-2024,Q4,Maharashtra,Mumbai,Running Shoes,11252.77,6,Store,67516.62,50803.66,16712.96,25.00%
Amazon,1031,14-01-2024,Q4,Kerala,Kochi,Shorts,8553.83,9,Online,76984.47,62673.75,14310.72,19.00%
Nike Store,1032,14-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,4420.49,7,Store,30943.43,23642.13,7301.3,24.00%
Myntra,1014,14-01-2024,Q2,Kerala,Kochi,Sneakers,6673.77,3,Online,20021.31,16050.7,3970.61,20.00%
Flipkart,1048,14-01-2024,Q4,Maharashtra,Mumbai,Jacket,3342.58,4,Online,13370.32,9861.56,3508.76,26.00%
Flipkart,1011,14-01-2024,Q3,Delhi,Delhi,Sneakers,4309.73,8,Store,34477.84,27112.86,7364.98,21.00%
Ajio,1011,14-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,8361.96,8,Online,66895.68,48713.04,18182.64,27.00%
Amazon,1028,14-01-2024,Q1,Maharashtra,Mumbai,Sneakers,10951.94,5,Online,54759.7,47710.97,7048.73,13.00%
Nike Store,1031,14-01-2024,Q1,Maharashtra,Mumbai,Shorts,5879.99,9,Online,52919.91,45512.24,7407.67,14.00%
Flipkart,1027,14-01-2024,Q2,Maharashtra,Mumbai,Shorts,8460.75,3,Online,25382.25,21285.55,4096.7,16.00%
Myntra,1034,14-01-2024,Q3,Kerala,Kochi,Jacket,4363.66,9,Store,39272.94,36179.3,3093.64,8.00%
Amazon,1003,14-01-2024,Q4,Karnataka,Bangalore,Shorts,10500.24,8,Store,84001.92,61378.02,22623.9,27.00%
Flipkart,1031,14-01-2024,Q4,Maharashtra,Mumbai,Jacket,6046.11,2,Online,12092.22,10157.65,1934.57,16.00%
Amazon,1004,14-01-2024,Q3,Kerala,Kochi,Jacket,11112.91,4,Store,44451.64,31783.8,12667.84,28.00%
Nike Store,1048,14-01-2024,Q2,Delhi,Delhi,Shorts,4066.04,8,Online,32528.32,25393.27,7135.05,22.00%
Nike Store,1044,14-01-2024,Q4,Karnataka,Bangalore,Sneakers,2465.45,8,Store,19723.6,17619.67,2103.93,11.00%
Ajio,1013,14-01-2024,Q4,Kerala,Kochi,Shorts,4523.22,8,Store,36185.76,34033.91,2151.85,6.00%
Myntra,1026,15-01-2024,Q2,Delhi,Delhi,Running Shoes,6257.2,5,Store,31286,26731.3,4554.7,15.00%
Nike Store,1045,15-01-2024,Q3,Delhi,Delhi,T Shirt,5365.25,3,Online,16095.75,14335.41,1760.34,11.00%
Nike Store,1020,15-01-2024,Q4,Tamil Nadu,Chennai,Jacket,7458.58,3,Online,22375.74,16255.64,6120.1,27.00%
Amazon,1017,15-01-2024,Q2,Tamil Nadu,Chennai,Running Shoes,4846.63,1,Store,4846.63,4183.83,662.8,14.00%
Ajio,1033,15-01-2024,Q3,Tamil Nadu,Chennai,Jacket,3014.43,1,Store,3014.43,2711.93,302.5,10.00%
Flipkart,1045,15-01-2024,Q4,Karnataka,Bangalore,T Shirt,9170.94,5,Store,45854.7,40980.33,4874.37,11.00%
Amazon,1024,15-01-2024,Q3,Kerala,Kochi,T Shirt,7403.88,8,Store,59231.04,51919.9,7311.14,12.00%
Nike Store,1010,15-01-2024,Q4,Kerala,Kochi,T Shirt,9356.2,5,Online,46781,36097.94,10683.06,23.00%
Myntra,1046,15-01-2024,Q1,Karnataka,Bangalore,Shorts,9704.71,6,Online,58228.26,40862.54,17365.72,30.00%
Amazon,1012,15-01-2024,Q1,Delhi,Delhi,Jacket,4417.56,7,Online,30922.92,26130.66,4792.26,15.00%
Ajio,1048,15-01-2024,Q2,Kerala,Kochi,Jacket,9353.22,9,Store,84178.98,71656.24,12522.74,15.00%
Myntra,1017,15-01-2024,Q1,Tamil Nadu,Chennai,Sneakers,6546.78,2,Online,13093.56,10688.24,2405.32,18.00%
Myntra,1017,15-01-2024,Q2,Delhi,Delhi,T Shirt,4484.93,9,Online,40364.37,34598.82,5765.55,14.00%
Amazon,1002,15-01-2024,Q4,Delhi,Delhi,Running Shoes,6080.37,2,Store,12160.74,9097.71,3063.03,25.00%
Myntra,1027,15-01-2024,Q2,Maharashtra,Mumbai,Jacket,11052.41,3,Online,33157.23,28217.11,4940.12,15.00%
Flipkart,1016,15-01-2024,Q1,Tamil Nadu,Chennai,Jacket,2661.56,1,Store,2661.56,2386.23,275.33,10.00%
Nike Store,1037,15-01-2024,Q3,Tamil Nadu,Chennai,Running Shoes,7679.99,1,Store,7679.99,6266.32,1413.67,18.00%
Amazon,1024,15-01-2024,Q2,Kerala,Kochi,Jacket,2551.47,6,Store,15308.82,11295.77,4013.05,26.00%
Flipkart,1014,15-01-2024,Q4,Maharashtra,Mumbai,Shorts,3493.87,3,Online,10481.61,8474.77,2006.84,19.00%
Ajio,1032,15-01-2024,Q3,Tamil Nadu,Chennai,Running Shoes,2978.27,2,Store,5956.54,5257.89,698.65,12.00%
Nike Store,1045,16-01-2024,Q2,Maharashtra,Mumbai,Running Shoes,5688.84,8,Online,45510.72,37390.96,8119.76,18.00%
Myntra,1022,16-01-2024,Q4,Delhi,Delhi,T Shirt,7634.13,8,Store,61073.04,45875.3,15197.74,25.00%
Ajio,1010,16-01-2024,Q4,Tamil Nadu,Chennai,Running Shoes,2494.28,1,Online,2494.28,1779.22,715.06,29.00%
Ajio,1036,16-01-2024,Q1,Maharashtra,Mumbai,T Shirt,4105.74,7,Online,28740.18,21711.24,7028.94,24.00%
Amazon,1015,16-01-2024,Q4,Karnataka,Bangalore,Sneakers,3423.79,3,Online,10271.37,9208.16,1063.21,10.00%
Myntra,1031,16-01-2024,Q2,Maharashtra,Mumbai,Sneakers,5572.1,1,Store,5572.1,4754.68,817.42,15.00%
Myntra,1042,16-01-2024,Q3,Kerala,Kochi,T Shirt,8639.27,7,Online,60474.89,53584.28,6890.61,11.00%
Nike Store,1027,16-01-2024,Q1,Kerala,Kochi,T Shirt,3840.51,4,Online,15362.04,11632.25,3729.79,24.00%
Amazon,1001,16-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,11950.04,5,Store,59750.2,49115.08,10635.12,18.00%
Amazon,1034,16-01-2024,Q4,Tamil Nadu,Chennai,Shorts,10170.68,2,Store,20341.36,15280.58,5060.78,25.00%
Amazon,1035,16-01-2024,Q1,Delhi,Delhi,Shorts,5453.76,7,Store,38176.32,30466.44,7709.88,20.00%
Nike Store,1046,16-01-2024,Q4,Delhi,Delhi,Shorts,4254.78,7,Store,29783.46,24878.64,4904.82,16.00%
Ajio,1033,16-01-2024,Q4,Karnataka,Bangalore,Shorts,3363.64,2,Online,6727.28,6295.46,431.82,6.00%
Ajio,1003,16-01-2024,Q4,Karnataka,Bangalore,Running Shoes,11786.67,4,Online,47146.68,39989.13,7157.55,15.00%
Flipkart,1000,16-01-2024,Q4,Kerala,Kochi,Jacket,5468.66,6,Store,32811.96,29875.92,2936.04,9.00%
Nike Store,1026,16-01-2024,Q1,Delhi,Delhi,Jacket,6064.3,4,Online,24257.2,18400.06,5857.14,24.00%
Flipkart,1037,16-01-2024,Q2,Delhi,Delhi,Shorts,8492.25,9,Online,76430.25,68071.82,8358.43,11.00%
Nike Store,1035,16-01-2024,Q4,Karnataka,Bangalore,Jacket,8533.3,7,Online,59733.1,52229.12,7503.98,13.00%
Flipkart,1037,17-01-2024,Q1,Delhi,Delhi,Jacket,3480.4,3,Online,10441.2,8709.29,1731.91,17.00%
Myntra,1049,17-01-2024,Q4,Kerala,Kochi,Running Shoes,6199.54,6,Online,37197.24,30554.85,6642.39,18.00%
Flipkart,1030,17-01-2024,Q2,Delhi,Delhi,Sneakers,10413.61,2,Online,20827.22,17876.8,2950.42,14.00%
Flipkart,1010,17-01-2024,Q4,Tamil Nadu,Chennai,Sneakers,11840.88,8,Store,94727.04,78584.02,16143.02,17.00%
Nike Store,1046,17-01-2024,Q2,Kerala,Kochi,Running Shoes,10919.16,4,Store,43676.64,37456.52,6220.12,14.00%
Ajio,1025,17-01-2024,Q2,Kerala,Kochi,Shorts,10201.31,5,Online,51006.55,46130.58,4875.97,10.00%
Flipkart,1034,17-01-2024,Q4,Maharashtra,Mumbai,T Shirt,4789.28,3,Store,14367.84,10856,3511.84,24.00%
Amazon,1018,17-01-2024,Q3,Delhi,Delhi,Jacket,7741.11,4,Online,30964.44,22272.49,8691.95,28.00%
Nike Store,1001,17-01-2024,Q2,Maharashtra,Mumbai,Jacket,3663.62,7,Online,25645.34,23875.18,1770.16,7.00%
Flipkart,1027,17-01-2024,Q1,Maharashtra,Mumbai,Jacket,3049.91,6,Store,18299.46,15918.08,2381.38,13.00%
Nike Store,1031,17-01-2024,Q2,Tamil Nadu,Chennai,Jacket,5871.04,3,Online,17613.12,14079.82,3533.3,20.00%
Amazon,1025,17-01-2024,Q4,Maharashtra,Mumbai,Running Shoes,11217.46,5,Online,56087.3,39563.01,16524.29,29.00%
Myntra,1014,17-01-2024,Q1,Delhi,Delhi,Jacket,11244.08,5,Store,56220.4,46340.93,9879.47,18.00%
Ajio,1028,17-01-2024,Q1,Maharashtra,Mumbai,Running Shoes,5892.06,8,Store,47136.48,40198.98,6937.5,15.00%
Amazon,1018,17-01-2024,Q2,Tamil Nadu,Chennai,Shorts,2489.21,9,Store,22402.89,17042.53,5360.36,24.00%
Amazon,1021,17-01-2024,Q3,Maharashtra,Mumbai,Shorts,8907.09,9,Online,80163.81,68407.14,11756.67,15.00%
Nike Store,1005,17-01-2024,Q2,Maharashtra,Mumbai,T Shirt,9858.78,1,Store,9858.78,7333.19,2525.59,26.00%
Ajio,1020,17-01-2024,Q4,Karnataka,Bangalore,Running Shoes,2735.68,4,Store,10942.72,10295.14,647.58,6.00%
Myntra,1043,17-01-2024,Q2,Delhi,Delhi,T Shirt,3339.22,6,Online,20035.32,15135.82,4899.5,24.00%
Ajio,1003,18-01-2024,Q3,Maharashtra,Mumbai,Sneakers,2740.71,2,Store,5481.42,4078.56,1402.86,26.00%
Nike Store,1006,18-01-2024,Q2,Delhi,Delhi,Jacket,2515.64,8,Store,20125.12,18769.83,1355.29,7.00%
Ajio,1015,18-01-2024,Q1,Kerala,Kochi,Running Shoes,11595.35,3,Store,34786.05,29004.27,5781.78,17.00%
Amazon,1001,18-01-2024,Q3,Maharashtra,Mumbai,T Shirt,11765.12,1,Online,11765.12,10078.01,1687.11,14.00%
Amazon,1015,18-01-2024,Q1,Kerala,Kochi,Sneakers,10071.81,6,Online,60430.86,55725.36,4705.5,8.00%
Ajio,1013,18-01-2024,Q1,Delhi,Delhi,T Shirt,10928.57,4,Store,43714.28,37375.2,6339.08,15.00%
Nike Store,1010,18-01-2024,Q2,Tamil Nadu,Chennai,Shorts,11242,8,Online,89936,76795.33,13140.67,15.00%
Ajio,1011,18-01-2024,Q2,Delhi,Delhi,T Shirt,11957.22,6,Store,71743.32,67895.18,3848.14,5.00%
Nike Store,1017,18-01-2024,Q4,Kerala,Kochi,Running Shoes,9545.08,1,Online,9545.08,7944.02,1601.06,17.00%
Amazon,1034,18-01-2024,Q4,Maharashtra,Mumbai,Sneakers,6159.12,2,Online,12318.24,9013.13,3305.11,27.00%
Ajio,1026,18-01-2024,Q2,Maharashtra,Mumbai,Sneakers,7751.75,3,Store,23255.25,16988.25,6267,27.00%
Myntra,1024,18-01-2024,Q1,Delhi,Delhi,Running Shoes,6548.89,8,Online,52391.12,43721.07,8670.05,17.00%
Ajio,1025,18-01-2024,Q4,Delhi,Delhi,T Shirt,5336.49,5,Online,26682.45,23619.94,3062.51,11.00%
Myntra,1037,18-01-2024,Q2,Maharashtra,Mumbai,Shorts,3405.23,6,Store,20431.38,17714.68,2716.7,13.00%
Myntra,1007,18-01-2024,Q4,Maharashtra,Mumbai,Jacket,10551.14,9,Store,94960.26,70913.54,24046.72,25.00%
Amazon,1046,18-01-2024,Q2,Tamil Nadu,Chennai,T Shirt,3221.92,4,Online,12887.68,10872.84,2014.84,16.00%
Myntra,1024,18-01-2024,Q2,Delhi,Delhi,Running Shoes,11303.88,2,Store,22607.76,18941.8,3665.96,16.00%
Ajio,1040,18-01-2024,Q4,Tamil Nadu,Chennai,Sneakers,3117.61,5,Store,15588.05,11850.28,3737.77,24.00%
Ajio,1006,18-01-2024,Q2,Delhi,Delhi,T Shirt,8364.75,8,Online,66918,48218.41,18699.59,28.00%
Myntra,1015,19-01-2024,Q4,Maharashtra,Mumbai,Running Shoes,2533.31,9,Store,22799.79,18603.03,4196.76,18.00%
Nike Store,1001,19-01-2024,Q3,Karnataka,Bangalore,Shorts,10447.28,7,Online,73130.96,56808.23,16322.73,22.00%
Nike Store,1035,19-01-2024,Q2,Delhi,Delhi,Sneakers,3783.16,3,Online,11349.48,9251.18,2098.3,18.00%
Nike Store,1017,19-01-2024,Q3,Maharashtra,Mumbai,Running Shoes,5117.78,6,Store,30706.68,26990.61,3716.07,12.00%
Nike Store,1002,19-01-2024,Q4,Delhi,Delhi,Running Shoes,7439.66,3,Online,22318.98,18190.07,4128.91,18.00%
Nike Store,1009,19-01-2024,Q3,Karnataka,Bangalore,Jacket,8826.38,5,Online,44131.9,37270.9,6861,16.00%
Nike Store,1006,19-01-2024,Q4,Karnataka,Bangalore,Jacket,10458.81,1,Store,10458.81,8277.31,2181.5,21.00%
Nike Store,1028,19-01-2024,Q4,Karnataka,Bangalore,T Shirt,9784.36,9,Store,88059.24,70103.88,17955.36,20.00%
Myntra,1003,19-01-2024,Q2,Kerala,Kochi,Sneakers,7995.81,2,Store,15991.62,12582.69,3408.93,21.00%
Amazon,1041,19-01-2024,Q2,Kerala,Kochi,Running Shoes,3572.04,3,Online,10716.12,7693.57,3022.55,28.00%
Amazon,1048,19-01-2024,Q3,Delhi,Delhi,Shorts,2128.93,4,Online,8515.72,7381.55,1134.17,13.00%
Flipkart,1034,19-01-2024,Q4,Delhi,Delhi,Sneakers,10381.16,8,Store,83049.28,70004.82,13044.46,16.00%
Flipkart,1007,19-01-2024,Q2,Delhi,Delhi,Jacket,8737.46,1,Store,8737.46,6884.94,1852.52,21.00%
Myntra,1045,19-01-2024,Q4,Karnataka,Bangalore,Sneakers,5684.56,4,Store,22738.24,18678.46,4059.78,18.00%
Myntra,1038,19-01-2024,Q3,Kerala,Kochi,Shorts,4719.65,2,Online,9439.3,6723.98,2715.32,29.00%
Myntra,1010,19-01-2024,Q4,Maharashtra,Mumbai,Shorts,10971.7,4,Store,43886.8,37697.31,6189.49,14.00%
Flipkart,1010,19-01-2024,Q1,Kerala,Kochi,Jacket,5274.41,4,Store,21097.64,19156.25,1941.39,9.00%
Myntra,1017,19-01-2024,Q2,Maharashtra,Mumbai,Shorts,11365.86,8,Store,90926.88,74221.49,16705.39,18.00%
Myntra,1036,19-01-2024,Q2,Kerala,Kochi,Running Shoes,7703.71,8,Store,61629.68,47722.55,13907.13,23.00%
Myntra,1026,19-01-2024,Q4,Delhi,Delhi,Running Shoes,4025.58,4,Online,16102.32,12282.59,3819.73,24.00%
Flipkart,1043,19-01-2024,Q3,Maharashtra,Mumbai,T Shirt,11102.2,9,Store,99919.8,72573.36,27346.44,27.00%
Myntra,1048,19-01-2024,Q3,Maharashtra,Mumbai,Sneakers,3891.81,9,Online,35026.29,24975.36,10050.93,29.00%
Amazon,1032,20-01-2024,Q2,Maharashtra,Mumbai,T Shirt,5744.78,2,Store,11489.56,9730.27,1759.29,15.00%
Ajio,1048,20-01-2024,Q4,Maharashtra,Mumbai,Jacket,10533.57,8,Store,84268.56,65266.46,19002.1,23.00%
Amazon,1009,20-01-2024,Q1,Kerala,Kochi,T Shirt,11475.57,2,Online,22951.14,20301.34,2649.8,12.00%
Nike Store,1026,20-01-2024,Q2,Kerala,Kochi,Jacket,9757.07,5,Store,48785.35,44158.46,4626.89,9.00%
Ajio,1010,20-01-2024,Q3,Karnataka,Bangalore,Shorts,7514.66,7,Store,52602.62,38670.67,13931.95,26.00%
Ajio,1014,20-01-2024,Q3,Kerala,Kochi,Running Shoes,11235.38,1,Online,11235.38,7974.91,3260.47,29.00%
Nike Store,1019,20-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,4472.94,7,Store,31310.58,22686.98,8623.6,28.00%
Amazon,1017,20-01-2024,Q3,Maharashtra,Mumbai,T Shirt,7332.97,5,Store,36664.85,29340.32,7324.53,20.00%
Myntra,1010,20-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,2458.63,3,Online,7375.89,6226.96,1148.93,16.00%
Nike Store,1023,20-01-2024,Q2,Kerala,Kochi,Jacket,10492.7,9,Online,94434.3,71018.1,23416.2,25.00%
Ajio,1032,20-01-2024,Q2,Kerala,Kochi,T Shirt,6901.25,3,Online,20703.75,15093.48,5610.27,27.00%
Amazon,1006,20-01-2024,Q4,Karnataka,Bangalore,Sneakers,3734.72,8,Store,29877.76,26385.36,3492.4,12.00%
Ajio,1009,20-01-2024,Q1,Tamil Nadu,Chennai,Sneakers,11034.89,7,Store,77244.23,59776.95,17467.28,23.00%
Nike Store,1031,20-01-2024,Q2,Maharashtra,Mumbai,Shorts,2866.93,8,Online,22935.44,19348.5,3586.94,16.00%
Myntra,1001,20-01-2024,Q2,Maharashtra,Mumbai,T Shirt,8945.28,4,Online,35781.12,26612.79,9168.33,26.00%
Ajio,1016,20-01-2024,Q1,Karnataka,Bangalore,Running Shoes,2613.3,9,Online,23519.7,18553.21,4966.49,21.00%
Nike Store,1048,20-01-2024,Q4,Kerala,Kochi,Sneakers,2398.63,9,Store,21587.67,16086.36,5501.31,25.00%
Ajio,1027,20-01-2024,Q1,Tamil Nadu,Chennai,Jacket,4891.18,7,Online,34238.26,24102.82,10135.44,30.00%
Flipkart,1007,20-01-2024,Q1,Delhi,Delhi,Shorts,3077.4,9,Online,27696.6,22634.57,5062.03,18.00%
Myntra,1025,20-01-2024,Q3,Kerala,Kochi,Running Shoes,9343.81,5,Online,46719.05,34812.36,11906.69,25.00%
Ajio,1018,20-01-2024,Q4,Tamil Nadu,Chennai,T Shirt,2331.3,9,Store,20981.7,18371.38,2610.32,12.00%
Myntra,1024,20-01-2024,Q2,Delhi,Delhi,Sneakers,11353.14,9,Online,102178.26,74857,27321.26,27.00%
Amazon,1001,20-01-2024,Q2,Kerala,Kochi,Shorts,4017.8,4,Store,16071.2,14649.52,1421.68,9.00%
Myntra,1035,20-01-2024,Q4,Delhi,Delhi,Running Shoes,10930.77,1,Online,10930.77,8447.64,2483.13,23.00%
Amazon,1005,21-01-2024,Q2,Maharashtra,Mumbai,Shorts,3168.97,5,Store,15844.85,13852.23,1992.62,13.00%
Ajio,1036,21-01-2024,Q2,Maharashtra,Mumbai,Running Shoes,2011.69,7,Online,14081.83,12073.04,2008.79,14.00%
Myntra,1022,21-01-2024,Q2,Tamil Nadu,Chennai,Jacket,11058.71,1,Store,11058.71,10015.72,1042.99,9.00%
Myntra,1011,21-01-2024,Q4,Maharashtra,Mumbai,Sneakers,7673.02,7,Online,53711.14,41431.91,12279.23,23.00%
Flipkart,1029,21-01-2024,Q2,Tamil Nadu,Chennai,Running Shoes,7079.01,1,Online,7079.01,5151.07,1927.94,27.00%
Ajio,1002,21-01-2024,Q2,Maharashtra,Mumbai,Shorts,10532.18,9,Store,94789.62,73041.03,21748.59,23.00%
Ajio,1031,21-01-2024,Q2,Kerala,Kochi,Shorts,9425.22,4,Store,37700.88,33032.13,4668.75,12.00%
Nike Store,1011,21-01-2024,Q1,Karnataka,Bangalore,Shorts,3036.12,5,Online,15180.6,14361.12,819.48,5.00%
Nike Store,1042,21-01-2024,Q2,Tamil Nadu,Chennai,Running Shoes,7417.2,8,Online,59337.6,43690.62,15646.98,26.00%
Ajio,1049,21-01-2024,Q2,Tamil Nadu,Chennai,Sneakers,10683.52,4,Store,42734.08,32574.6,10159.48,24.00%
Nike Store,1011,21-01-2024,Q2,Karnataka,Bangalore,Jacket,5141.57,4,Store,20566.28,15134.66,5431.62,26.00%
